recipe_urls,recipe_name,serves,cooking_time,difficulty,ingredients,nutrition,ingredients_parsed
https://www.jamieoliver.com/recipes/rice-recipes/david-tennant-s-croatian-style-cuttlefish-risotto/,David Tennant's Croatian-style cuttlefish risotto,4                                                                                                            ,1 hour                                                    ,"Showing off                                                    
","['1 x 1.2 kg cuttlefish , cleaned, skin and trimmings reserved (500g total meat), from sustainable sources', '1 litre quality organic chicken stock , (optional)', '1 red onion', '1 clove of garlic', '½ a bunch of fresh flat-leaf parsley , (15g)', '3 large ripe tomatoes', 'olive oil', '30 g unsalted butter', '3 anchovy fillets in oil , from sustainable sources', '1 tablespoon tomato purée', '50 ml white wine', '1 teaspoon cuttlefish ink , from sustainable sources', '300 g risotto rice', '1 fresh red chilli', '1 lemon', 'extra virgin olive oil']","{'Calories': '551', 'Fat': '14.6g', 'Saturates': '5.1g', 'Sugars': '7.8g', 'Salt': '1.7g', 'Protein': '35.2g', 'Carbs': '67.4g', 'Fibre': '2.8g'}",cuttlefish trimming reserved total chicken stock onion garlic tomato butter anchovy fillet tomato puree wine cuttlefish ink risotto rice lemon
https://www.jamieoliver.com/recipes/fish-recipes/warm-mackerel-potato-salad/,Warm mackerel & potato salad,4                                                                                                            ,45 minutes                                                    ,"Not too tricky                                                    
","['600 g Jersey royal potatoes', '1 bunch of spring onions', '1 bunch of fresh flat-leaf parsley', '200 g quality chorizo', '2 lemons', 'extra virgin olive oil', '4 mackerel fillets, from sustainable sources']","{'Calories': '766', 'Fat': '51.8g', 'Saturates': '12.9g', 'Sugars': '2.3g', 'Protein': '49.1g', 'Carbs': '25.9g'}",jersey royal potato onion chorizo lemon mackerel
https://www.jamieoliver.com/recipes/vegetables-recipes/post-gym-super-salad/,Post-gym super salad,1                                                                                                            ,30 minutes                                                    ,"Not too tricky                                                    
","['60 g regular, black or red quinoa', '¼ of a small cucumber', '¼ of a small iceberg lettuce', '½ a small carrot', '½ an eating apple', '1 ripe tomato', '½-1 fresh red chilli', '2 sprigs of fresh mint', '1 small handful of baby spinach', '1 lime', '1 heaped tablespoon natural yoghurt', '1 teaspoon hot chilli sauce', '80 g leftover cooked skinless chicken breast', '½ a punnet of cress']","{'Calories': '400', 'Fat': '6.8g', 'Saturates': '1.5g', 'Sugars': '19.3g', 'Salt': '1.1g', 'Protein': '38.1g', 'Carbs': '49.6g', 'Fibre': '4.3g'}",quinoa cucumber iceberg lettuce carrot an eating apple tomato sprig spinach lime yoghurt chicken breast cress
https://www.jamieoliver.com/recipes/pork-recipes/caldo-verde/,Caldo verde,4                                                                                                            ,50 minutes                                                    ,"Super easy                                                    
","['1 large onion', '2 cloves of garlic', '700 g potatoes', '300 g kale or cavolo nero', 'extra virgin olive oil', '150 g higher-welfare chorizo', 'paprika']","{'Calories': '493', 'Fat': '38.2g', 'Saturates': '7.6g', 'Sugars': '2.1g', 'Protein': '10.6g', 'Carbs': '25g'}",onion garlic potato kale cavolo nero chorizo paprika
https://www.jamieoliver.com/recipes/vegetables-recipes/classic-minestrone/,Classic minestrone,8                                                                                                            ,1 hour                                                    ,"Not too tricky                                                    
","['4 rashers of higher-welfare smoked streaky bacon', '2 red onions', '2 cloves of garlic', '2 carrots', '2 sticks of celery', '1 bulb of fennel', '½ a bunch of fresh basil', 'olive oil', '125 ml red wine', '2 courgettes', '300 g savoy cabbage or chard', '2 x 400 g tins of quality plum tomatoes', '1 x 400 g tin of cannellini beans', '800 ml organic chicken or vegetable stock', '75 g dried pasta (shells or odd ends)', 'extra virgin olive oil', 'Parmesan cheese']","{'Calories': '228', 'Fat': '8.4g', 'Saturates': '1.6g', 'Sugars': '10.5g', 'Salt': '0.49g', 'Protein': '12.1g', 'Carbs': '22.6g', 'Fibre': '7.9g'}",bacon onion garlic carrot celery basil wine courgette savoy cabbage chard plum tomato cannellini bean chicken vegetable stock pasta odd parmesan cheese
https://www.jamieoliver.com/recipes/fish-recipes/mexican-fish-tacos/,Fearne Cotton's Mexican fish tacos,4                                                                                                            ,1 hour 25 minutes                                                    ,"Not too tricky                                                    
","['1 bulb of garlic', '½ a red cabbage , (400g)', '1 fresh green jalapeño chilli', '1 tablespoon red wine vinegar', '150 g soured cream or natural yoghurt', '1 lime', '4 sprigs of fresh flat-leaf parsley', '4–8 flour tortillas', '1 x 400 g tin of cannellini beans', 'olive oil', '4 x 200 g haddock fillets , skin on, scaled, pin-boned, from sustainable sources', '1 lemon', 'PINEAPPLE SALSA', '1 small fresh pineapple', '1 small red onion', '½ a bunch of fresh mint , (15g)', '2 fresh mixed-colour chillies', '2 limes', 'extra virgin olive oil', 'GUACAMOLE', '½ a small red onion', '2 spring onions', '1–2 fresh red chillies', '2 ripe tomatoes', '3 ripe avocados', '½ a bunch of fresh mint , (15g)', '1 lime']","{'Calories': '751', 'Fat': '26.3g', 'Saturates': '4.7g', 'Sugars': '18.0g', 'Salt': '0.9g', 'Protein': '56.4g', 'Carbs': '72.0g', 'Fibre': '14.8g'}",garlic cabbage jalapeno wine soured cream yoghurt lime sprig flour tortilla cannellini bean haddock fillet lemon pineapple salsa pineapple onion lime guacamole onion onion tomato avocado lime
https://www.jamieoliver.com/recipes/vegetables-recipes/baked-potato-soup/,Baked potato soup,4–6                                                                                                            ,2 hours 20 minutes                                                    ,"Not too tricky                                                    
","['3 large baking potatoes or leftover baked potatoes', '40 g butter', '1 onion', '1 Parmesan rind , whatever size you have in the fridge, optional', '1.5 litres organic chicken or vegetable stock', 'sour cream', '1 small bunch of fresh chives']","{'Calories': '353', 'Fat': '16.6g', 'Saturates': '9.1g', 'Sugars': '3.9g', 'Protein': '12.4g', 'Carbs': '36.1g'}",potato baked potato butter onion parmesan rind whatever you have chicken vegetable stock cream chive
https://www.jamieoliver.com/recipes/vegetables-recipes/parsnip-sage-white-bean-soup/,"Parsnip, sage & white bean soup",4                                                                                                            ,45 minutes                                                    ,"Not too tricky                                                    
","['SOUP', '1 onion', '2 large parsnips', '1 x 420 g tin of cannellini beans', '1 sprig of fresh sage', 'olive oil', '1 fresh bay leaf', '1 organic litre chicken stock', 'CRISPY PARSNIPS', '1 parsnip', '2 sprigs of fresh sage']","{'Calories': '374', 'Fat': '19.8g', 'Saturates': '3.2g', 'Sugars': '9.4g', 'Salt': '0.8g', 'Protein': '16.2g', 'Carbs': '30.9g', 'Fibre': '12.9g'}",soup onion parsnip cannellini bean sprig chicken stock crispy parsnip parsnip sprig
https://www.jamieoliver.com/recipes/chicken-recipes/healthy-chicken-caesar/,Healthy chicken Caesar,2                                                                                                            ,25 minutes                                                    ,"Not too tricky                                                    
","['1 lemon', '15 g Parmesan cheese', '2 anchovy fillets in oil', '4 heaped tablespoons natural yoghurt', '½ teaspoon English mustard', '1 teaspoon Worcestershire sauce', 'white wine vinegar', 'extra virgin olive oil', '1 small red onion', '½ a small cauliflower (300g)', '1 romaine lettuce', 'olive oil', '1 sprig of fresh rosemary', '2 x 120 g free-range skinless chicken breasts', '1 thick slice of wholemeal bread']","{'Calories': '418', 'Fat': '17.5g', 'Saturates': '4.9g', 'Sugars': '12.5g', 'Salt': '-g', 'Protein': '43g', 'Carbs': '22.3g', 'Fibre': '6.1g'}",lemon parmesan cheese anchovy fillet yoghurt wine onion cauliflower romaine lettuce sprig chicken breast wholemeal bread
https://www.jamieoliver.com/recipes/chicken-recipes/moroccan-style-roast-chicken/,Moroccan-style roast chicken,4 to 6                                                                                                            ,1 hour 30 minutes                                                    ,"Not too tricky                                                    
","['2 preserved lemons', '1 tablespoon ras el hanout', '1 dried chilli', '1 x 1.6kg whole free-range chicken', 'olive oil', '1 teaspoon rose petals (unsprayed) , optional', 'a few sprigs of fresh coriander']","{'Calories': '301', 'Fat': '14.1g', 'Saturates': '3.6g', 'Sugars': '0.3g', 'Salt': '1g', 'Protein': '43.9g', 'Carbs': '0.5g', 'Fibre': '0g'}",preserved lemon ra el hanout chicken rose petal sprig
https://www.jamieoliver.com/recipes/fish-recipes/five-spice-salmon-tacos/,Five-spice salmon tacos,4                                                                                                            ,30 minutes                                                    ,"Super easy                                                    
","['4 x 125 g salmon fillets, skin on, from sustainable sources', '2-3 teaspoons five spice powder', 'olive oil', '½ a bunch of fresh coriander', '½ a bunch of fresh mint', '150 g plain fat-free yoghurt', '1 cucumber', '2 shallots', '1 fresh red chilli', '1 tablespoon white wine vinegar', '1 pinch of sugar', '4 corn or flour tortillas']","{'Calories': '452', 'Fat': '16.5g', 'Saturates': '2.7g', 'Sugars': '6.8g', 'Salt': '1.2g', 'Protein': '33.6g', 'Carbs': '44.6g', 'Fibre': '2.4g'}",salmon five yoghurt cucumber shallot wine sugar flour tortilla
https://www.jamieoliver.com/recipes/fish-recipes/baked-sole-goujons/,Baked sole goujons,4                                                                                                            ,25 minutes                                                    ,"Super easy                                                    
","['olive oil', '450 g lemon sole fillets , skinned, from sustainable sources', '50 g plain flour', '2 large free-range eggs', '1 tablespoons sweet smoked paprika', '2 large handfuls breadcrumbs']","{'Calories': '218', 'Fat': '6.8g', 'Saturates': '1.3g', 'Sugars': '0.5g', 'Salt': '0.5g', 'Protein': '25.3g', 'Carbs': '15.2g', 'Fibre': '0.6g'}",lemon sole fillet flour egg paprika
https://www.jamieoliver.com/recipes/vegetables-recipes/stilton-pear-gnocchi/,Stilton & pear gnocchi,2                                                                                                            ,25 minutes                                                    ,"Super easy                                                    
","['1 clove of garlic', '1 large pear', 'a few sprigs of fresh flat-leaf parsley', '1 knob of unsalted butter', '2 tablespoons crème fraîche', '50 g stilton', '400 g gnocchi']","{'Calories': '370', 'Fat': '21.9g', 'Saturates': '14.2g', 'Sugars': '6.8g', 'Protein': '9.7g', 'Carbs': '31.5g'}",garlic pear sprig butter creme fraiche stilton gnocchi
https://www.jamieoliver.com/recipes/eggs-recipes/stilton-amp-sprouting-broccoli-frittata/,Stilton & sprouting broccoli frittata,4                                                                                                            ,40 minutes                                                    ,"Super easy                                                    
","['200 g purple sprouting broccoli', 'extra virgin olive oil', '½ a bunch of fresh flat-leaf parsley', '6 large free-range eggs', '50 g Stilton or other blue cheese', 'Parmesan cheese', '1 knob of unsalted butter', 'SALAD', '25 g pine nuts', '1 lemon']","{'Calories': '317', 'Fat': '26.7g', 'Saturates': '9.2g', 'Sugars': '1.5g', 'Salt': '1.2g', 'Protein': '17.6g', 'Carbs': '1.8g', 'Fibre': '1.8g'}",purple sprouting broccoli egg stilton blue cheese parmesan cheese butter salad lemon
https://www.jamieoliver.com/recipes/vegetables-recipes/healthy-greens-box/,Healthy greens box,2                                                                                                            ,30 minutes                                                    ,"Not too tricky                                                    
","['½ a small head of broccoli', '1 handful of baby spinach', '½ a small bunch of fresh mint', '80 g couscous', '1 lemon', '1 handful of mixed seeds', '1 good pinch of ground cumin', 'olive oil', '1 heaped teaspoon harissa', '50 g feta cheese']","{'Calories': '378', 'Fat': '25.9g', 'Saturates': '5.8g', 'Sugars': '2.6g', 'Salt': '1.4g', 'Protein': '11.9g', 'Carbs': '26.1g', 'Fibre': '4.1g'}",broccoli spinach couscous lemon harissa feta cheese
https://www.jamieoliver.com/recipes/turkey-recipes/turkey-kofte/,Turkey kofte,4                                                                                                            ,1 hour 50 minutes plus chilling                                                    ,"Showing off                                                    
","['TURKEY KOFTE', '1 large courgette', '2 spring onions', '1 fresh red chilli', '50 g shelled pistachios', '3 sprigs of fresh coriander', '3 sprigs of fresh flat-leaf parsley', '3 sprigs of fresh mint', '¼ teaspoon cumin seeds', '1 large free-range egg', '500 g free-range minced turkey', '½ teaspoon dried oregano', 'CHILLI SAUCE', '4 ripe tomatoes', '2 small onions', '4 cloves of garlic', '4 fresh red chillies', 'olive oil', '1 tablespoon brown sugar', '2 tablespoons tomato purée', '1 tablespoon red wine vinegar', 'TAHINI YOGHURT', '250 g Greek yoghurt', '1 tablespoon tahini', '1 squeeze of lemon juice', 'TURKISH PILAV', '1 onion', '2 cloves of garlic', '200 g bulgur wheat', '400 ml hot organic chicken stock', '1 knob of unsalted butter', '80 g broken rice vermicelli', '100 g tinned chickpeas (drained weight)']","{'Calories': '544', 'Fat': '14.6g', 'Saturates': '4.6g', 'Sugars': '19.3g', 'Salt': '-g', 'Protein': '50.4g', 'Carbs': '54g'}",turkey kofte courgette onion pistachio sprig sprig sprig egg minced turkey oregano tomato onion garlic sugar tomato puree wine tahini yoghurt greek yoghurt tahini squeeze lemon turkish pilav onion garlic bulgur wheat chicken stock butter rice vermicelli chickpea
https://www.jamieoliver.com/recipes/turkey-recipes/the-hix-turkey-burger/,The Hix turkey burger,4                                                                                                            ,1 hour                                                    ,"Not too tricky                                                    
","['450 g coarsely minced free-range turkey thighs (ask your butcher to do this)', '100 g Cumberland sausage meat', '5-10 Brussels sprouts', '2-3 tablespoons free-range mayonnaise', 'vegetable oil', '4 hamburger buns', 'CRANBERRY SAUCE', '500 g fresh or frozen cranberries', '400 ml fresh orange juice', '250 g sugar', '½ teaspoon ground cinnamon', '½ teaspoon ground cloves', '1 fresh bay leaf']","{'Calories': '458', 'Fat': '14.1g', 'Saturates': '3.8g', 'Sugars': '22.1g', 'Salt': '2g', 'Protein': '31.6g', 'Carbs': '51.9g', 'Fibre': '2.4g'}",minced turkey thigh butcher do cumberland sausage meat brussels sprout mayonnaise vegetable hamburger bun cranberry cranberry orange sugar
https://www.jamieoliver.com/recipes/lamb-recipes/spiced-lamb-flatbreads/,Spiced lamb flatbreads,8                                                                                                            ,7 hours 20 minutes                                                    ,"Not too tricky                                                    
","['1.4 kg lamb shoulder , bone in', '1 teaspoon cumin seeds', '2 teaspoons coriander seeds', '1 teaspoon fennel seeds', '1 pinch of saffron', 'white pepper', '½ a bunch of fresh thyme , (15g)', '1 sprig of fresh rosemary', '1 orange', '100 g unsalted butter , (at room temperature)', '1.5 kg large ripe tomatoes , on the vine', '1 bulb of garlic', 'olive oil', '200 g plain wholemeal flour , plus extra for dusting', '2 cos lettuce', '1 pomegranate', '2 tablespoons rose harissa', '½ a bunch of fresh mint , (15g)', '150 ml Greek yoghurt', '1 tablespoon red wine vinegar', 'CABBAGE PICKLE', '½ a medium red cabbage', '½ a bunch of fresh flat-leaf parsley , (15g)', '2 tablespoons red wine vinegar', '1 pinch of ground cloves']","{'Calories': '416', 'Fat': '22.9g', 'Saturates': '10.3g', 'Sugars': '11.1g', 'Salt': '1g', 'Protein': '26.7g', 'Carbs': '28.2g', 'Fibre': '6.9g'}",lamb saffron sprig orange butter tomato vine garlic wholemeal flour co lettuce pomegranate rose harissa greek yoghurt wine cabbage pickle cabbage wine
https://www.jamieoliver.com/recipes/pasta-recipes/goldie-hawn-s-fettuccine-alfredo/,Goldie Hawn's fettuccine Alfredo,4                                                                                                            ,45 minutes plus resting                                                    ,"Not too tricky                                                    
","['½ x Royal pasta dough', 'fine semolina , for dusting', '150 ml double cream', '150 ml single cream', '1 large free-range egg', '60 g Parmesan cheese , plus extra to serve', '1 fresh truffle or 1 whole nutmeg , for grating', 'truffle oil']","{'Calories': '612', 'Fat': '38.5g', 'Saturates': '19.8g', 'Sugars': '3g', 'Salt': '0.6g', 'Protein': '22.8g', 'Carbs': '44.7g', 'Fibre': '1.7g'}",royal pasta dough semolina double cream single cream egg parmesan cheese truffle truffle
https://www.jamieoliver.com/recipes/seafood-recipes/essex-gumbo/,Essex gumbo,10                                                                                                            ,2 hours 10 minutes                                                    ,"Not too tricky                                                    
","['200 g quality chorizo', '1 onion', '3 sticks of celery', '3 mixed-colour peppers', '4 cloves of garlic', '2 fresh mixed-colour chillies', '2 medium sweet potatoes', '4 sprigs of fresh rosemary', '4 sprigs of fresh thyme', '4 fresh bay leaves', '1 teaspoon cayenne pepper', '1 heaped tablespoon plain flour', '1 x 400 g tin of quality plum tomatoes', '300 g okra', '300 g white crabmeat , from sustainable sources', '4 sprigs of fresh curly parsley', 'STOCK', '1 x 1.6 kg whole free-range chicken , jointed, skin on, carcass reserved (ask your butcher)', 'olive oil', '12 large raw shell-on tiger prawns , from sustainable sources', '1 teaspoon cayenne pepper', '1.5 litres quality organic chicken stock', 'PICKLED CHILLIES', '6 fresh Scotch bonnet chillies', '2 fresh bay leaves', 'extra virgin olive oil', 'white or red wine vinegar']","{'Calories': '322', 'Fat': '12.2g', 'Saturates': '3.8g', 'Sugars': '9.4g', 'Salt': '1.4g', 'Protein': '36.2g', 'Carbs': '20.5g', 'Fibre': '4g'}",chorizo onion celery garlic potato sprig sprig flour plum tomato okra crabmeat sprig curly stock chicken carcass reserved tiger prawn chicken stock pickled scotch bonnet wine
https://www.jamieoliver.com/recipes/bread-recipes/quick-flatbreads-with-avocado-feta/,Quick flatbreads with avocado & feta,4                                                                                                            ,25 minutes                                                    ,"Not too tricky                                                    
","['1 teaspoon cumin seeds', '250 g wholemeal self-raising flour , plus extra for dusting', '¾ teaspoon baking powder', '350 g plain yoghurt', 'olive oil', '2 ripe avocados', '75 g feta cheese', '1 teaspoon rose harissa']","{'Calories': '213', 'Fat': '10.3g', 'Saturates': '3.7g', 'Sugars': '8g', 'Salt': '-g', 'Protein': '8g', 'Carbs': '23.6g'}",wholemeal self raising flour yoghurt avocado feta cheese rose harissa
https://www.jamieoliver.com/recipes/pasta-recipes/salsa-spaghetti/,Salsa spaghetti,4                                                                                                            ,15 minutes                                                    ,"Not too tricky                                                    
","['320 g dried spaghetti', '600 g mixed ripe tomatoes', '12 black olives (stone in)', '1 bunch of fresh basil', '1 clove of garlic', 'extra virgin olive oil', '2 tablespoons red wine vinegar', '20 g hard Italian cheese']","{'Calories': '414', 'Fat': '13.2g', 'Saturates': '2.7g', 'Sugars': '7.4g', 'Salt': '0.9g', 'Protein': '12.9g', 'Carbs': '64.6g', 'Fibre': '4g'}",spaghetti tomato basil garlic wine hard cheese
https://www.jamieoliver.com/recipes/fish-recipes/pomegranate-glazed-mackerel-with-satsuma-fennel-salad/,Pomegranate-glazed mackerel with satsuma & fennel salad,4                                                                                                            ,1 hour 10 minutes                                                    ,"Not too tricky                                                    
","['40 ml pomegranate molasses', '40 ml runny honey', '2 satsumans , or 1 orange', '4 mackerel fillets , from sustainable sources', 'SALAD', '2 medium beetroots', '1 small red onion', '1 small fennel', '4 satsumas', '1 bunch of fresh dill', 'VINAIGRETTE', '4 tablespoons extra virgin olive oil', '1 lemon', '1 tablespoon pomegranate molasses', '1 teaspoon runny honey']","{'Calories': '467', 'Fat': '29.5g', 'Saturates': '5.2g', 'Sugars': '27.5g', 'Salt': '0.8g', 'Protein': '21.6g', 'Carbs': '29.9g', 'Fibre': '3.9g'}",pomegranate molasses honey satsumans orange mackerel fillet salad beetroot onion satsuma vinaigrette lemon pomegranate molasses honey
https://www.jamieoliver.com/recipes/seafood-recipes/asian-style-seafood-parcels/,Asian-style seafood parcels,2                                                                                                            ,45 minutes                                                    ,"Not too tricky                                                    
","['1 bream fillet , skin on, scaled, pin-boned, from sustainable sources', '2 scallops , trimmed, roes attached, from sustainable sources', '2 large raw shell-on king prawns , from sustainable sources', '75 g mussels , scrubbed, debearded, from sustainable sources', '75 g clams , scrubbed, from sustainable sources', '½ a stick of lemongrass', '1 clove of garlic', '2.5 cm piece of ginger', '2 fresh lime leaves', '1 fresh red chilli', '4 sprigs of fresh coriander', '1 teaspoon fish sauce', '½ tablespoon low-salt soy sauce', '2 limes', '1 bok choi', '1 handful of sugar snap peas', '50 g purple sprouting broccoli', '50 g choi sum', '1 large free-range egg', '150 g basmati rice', '½ tablespoon coconut cream']","{'Calories': '451', 'Fat': '7.4g', 'Saturates': '2.3g', 'Sugars': '2.9g', 'Salt': '0.9g', 'Protein': '32.3g', 'Carbs': '68.2g', 'Fibre': '2.8g'}",bream fillet scallop roe king prawn mussel clam lemongrass garlic ginger lime sprig fish soy lime bok choi sugar snap pea purple sprouting broccoli choi sum egg rice coconut cream
https://www.jamieoliver.com/recipes/lamb-recipes/orlando-bloom-s-lamb-shank-tagine/,Orlando Bloom's lamb shank tagine,4                                                                                                            ,3 hours 20 minutes                                                    ,"Not too tricky                                                    
","['4 lamb shanks , French trimmed', 'olive oil', '1 fresh red chilli', '1 clove of garlic', '1 red onion', '1 quince', '2 carrots', '1 bulb of fennel', '2 fresh bay leaves', '1 pinch of saffron', '2 ripe tomatoes , on the vine', '1 preserved lemon', '1 litre quality organic chicken stock', '200 g couscous', '1 bunch of fresh mint , (30g)', '1 handful of black olives , (stone in)', '½ a bunch of fresh flat-leaf parsley , (15g)', '½ a lemon', '½ an orange', 'extra virgin olive oil', '50 g rose harissa', '4 heaped tablespoons fat-free natural yoghurt', 'RAS EL-HANOUT', '2 cardamon pods', '½ teaspoon ground cinnamon', '1 teaspoon cayenne pepper', '1 heaped teaspoon coriander seeds', '½ teaspoon sweet smoked paprika', '1 tiny pinch of cumin seeds', '½ teaspoon ground turmeric', '½ teaspoon ground ginger']","{'Calories': '881', 'Fat': '43.9g', 'Saturates': '15.3g', 'Sugars': '12.7g', 'Salt': '1.6g', 'Protein': '83.8g', 'Carbs': '40.6g', 'Fibre': '4.9g'}",lamb shank garlic onion quince carrot saffron tomato vine preserved lemon chicken stock couscous lemon an orange rose harissa yoghurt ra el hanout cardamon paprika tiny turmeric ginger
https://www.jamieoliver.com/recipes/eggs-recipes/duck-egg-frittata-with-peas-beans/,Duck egg frittata with peas & beans,4–6                                                                                                            ,25 minutes                                                    ,"Not too tricky                                                    
","['300 g Jersey royal potatoes', '150 g small broad beans', '6 spring onions', '1 green chilli', '1 tablespoon olive oil', '1 bunch of dill', '6 duck eggs', '150 g frozen peas , defrosted', '1 punnet of cress', ""70 g fresh goat's cheese""]","{'Calories': '250', 'Fat': '14g', 'Saturates': '4.5g', 'Sugars': '2.3g', 'Protein': '16.6g', 'Carbs': '12.7g'}",jersey royal potato broad bean onion duck egg pea defrosted cress cheese
https://www.jamieoliver.com/recipes/vegetables-recipes/courgette-spaghetti-with-rocket-pesto/,Courgette ‘spaghetti’ with rocket pesto,4                                                                                                            ,25 minutes                                                    ,"Super easy                                                    
","['4 courgettes', '70-100 ml olive oil , plus an extra splash', '100 g almonds', '1 clove of garlic', 'a few sprigs of fresh basil', '50 g Parmesan cheese', '½ a lemon', '300 g rocket']","{'Calories': '413', 'Fat': '36.3g', 'Saturates': '6.3g', 'Sugars': '.6g', 'Salt': '0.8g', 'Protein': '16.3g', 'Carbs': '5.7g', 'Fibre': '1.3g'}",courgette an almond garlic sprig basil parmesan cheese lemon
https://www.jamieoliver.com/recipes/fish-recipes/warm-potato-herring-beetroot-apple-salad/,"Warm potato, herring, beetroot & apple salad",4                                                                                                            ,1 hour                                                    ,"Not too tricky                                                    
","['200 g beetroot', '500 g Ratte or other waxy potatoes', '1 small apple', '2 marinated herring fillets , (see note) or 8-12 pieces from a jar, from sustainable sources', 'a few fresh chives', 'VINAIGRETTE', '½ tablspoon Dijon mustard', '4 tablespoons olive oil', '2 tablespoons red wine vinegar', '1 pinch of granulated sugar', '1 lug of sparkling water']","{'Calories': '324', 'Fat': '19.1g', 'Saturates': '1.9g', 'Sugars': '11.6g', 'Protein': '11.4g', 'Carbs': '24.7g'}",beetroot ratte waxy potato apple marinated herring fillet chive vinaigrette tablspoon wine granulated sugar lug sparkling
https://www.jamieoliver.com/recipes/fish-recipes/awesome-asian-fish-stew/,Awesome Asian fish stew,4                                                                                                            ,45 minutes                                                    ,"Not too tricky                                                    
","['2 limes', '300-350 g jasmine or basmati rice', '1-2 tablespoons sesame oil', '1 x 400 ml tin of light coconut milk', '250 ml organic chicken stock', ""5-6 dried Bird's eye chillies"", '400 g monkfish, from sustainable sources', '8 queen scallops , or 4 large scallops, from sustainable sources', '4 langoustines, cleaned, from sustainable sources', 'low-salt soy sauce', 'SPICE PASTE', '2 thumb-sized pieces of ginger', '4 cloves of garlic', '2 fresh sweet mild red chillies', '2 lemongrass stalks', '½ bunch of fresh coriander', '8 kaffir lime leaves', '1 teaspoon sweet chilli powder', '2 tablespoons groundnut oil']","{'Calories': '747', 'Fat': '29.8g', 'Saturates': '7.5g', 'Sugars': '4.3g', 'Protein': '55.7g', 'Carbs': '64.6g'}",lime jasmine rice sesame coconut milk chicken stock eye queen scallop soy paste ginger garlic lemongrass kaffir lime
https://www.jamieoliver.com/recipes/turkey-recipes/jamie-s-easy-turkey/,Jamie's easy turkey,12                                                                                                            ,3 hours                                                    ,"Not too tricky                                                    
","['1 x 6 kg higher-welfare turkey , with giblets', '125 g unsalted butter', '1 clementine', '½ a bunch of fresh woody herbs, such as bay, sage, rosemary , (15g)', '2 onions', '2 sticks of celery', '2 carrots']","{'Calories': '323', 'Fat': '13.6g', 'Saturates': '6g', 'Sugars': '2.2g', 'Salt': '0.5g', 'Protein': '47.3g', 'Carbs': '3.1g', 'Fibre': '0.7g'}",turkey giblet butter clementine woody onion celery carrot
https://www.jamieoliver.com/recipes/fish-recipes/baked-pollock/,Baked pollock,2                                                                                                            ,30 minutes                                                    ,"Not too tricky                                                    
","['200 g baby new potatoes', '2 x 120 g skinless pollock fillets , from sustainable sources', '4 slices of higher-welfare Parma ham', '125 g ripe cherry tomatoes , on the vine', 'olive oil']","{'Calories': '242', 'Fat': '6.6g', 'Saturates': '1.6g', 'Sugars': '3.2g', 'Salt': '2.6g', 'Protein': '28g', 'Carbs': '18.8g', 'Fibre': '1.6g'}",potato pollock fillet parma ham cherry tomato vine
https://www.jamieoliver.com/recipes/fish-recipes/herring-tacos/,Herring tacos,6                                                                                                            ,30 minutes                                                    ,"Not too tricky                                                    
","['4 cloves of garlic', '1 small pinch of cumin seeds', '1/2 teaspoon fennel seeds', '1/2 teaspoon chilli flakes', '1/2 teaspoon sweet paprika', '2 limes', 'olive oil', '8 herring fillets, scaled and pin-boned, from sustainable sources', '150 g fat-free natural yoghurt', '12 hard taco shells', '3 baby gem lettuce', 'GUACAMOLE', '3 ripe avocados', '2 limes', '1/2 a bunch of fresh coriander', 'TOMATO SALSA', '300 g ripe cherry tomatoes', '1/2 bunch of fresh coriander', '1 fresh red chilli', 'extra virgin olive oil']","{'Calories': '403', 'Fat': '26.6g', 'Saturates': '5.3g', 'Sugars': '5.2g', 'Protein': '17.3g', 'Carbs': '20.7g'}",garlic paprika lime herring scaled yoghurt hard taco gem lettuce guacamole avocado lime tomato salsa cherry tomato
https://www.jamieoliver.com/recipes/vegetables-recipes/sweet-potato-chickpea-amp-spinach-curry/,"Sweet potato, chickpea & spinach curry",6                                                                                                            ,1 hour                                                    ,"Super easy                                                    
","['olive oil', '2 red onions', '3 tablespoons rogan josh paste', '1 fresh red chilli', '3cm piece of ginger', '1 bunch of fresh coriander', '3 sweet potatoes', '1 x 400 g tin chickpeas', '8 ripe tomatoes or 1 x 400g tin chopped tomatoes', '1 x 400 ml tin light coconut milk', '400 g pre-washed spinach']","{'Calories': '371', 'Fat': '15.4g', 'Saturates': '5g', 'Sugars': '17.9g', 'Salt': '0.7g', 'Protein': '10.5g', 'Carbs': '49.9g', 'Fibre': '10g'}",onion rogan josh paste ginger potato chickpea tomato tomato coconut milk pre spinach
https://www.jamieoliver.com/recipes/vegetables-recipes/seven-veg-tagine/,Seven-veg tagine,6                                                                                                            ,55 minutes                                                    ,"Not too tricky                                                    
","['400 g tinned or 200g dried chickpeas', '8 button onions', '2 carrots', '2 courgettes', '500 g pumpkin', '1 large potato', '½ a green cabbage', '5 baby aubergines', '½ a bunch of fresh mint', '½ a bunch of fresh flat-leaf parsley', '30 g ginger', '1 generous pinch of saffron', '1 teaspoon cumin seeds', '1 tablespoon coriander seeds', '1 tablespoon tomato purée', '1 litre organic vegetable stock', '300 g couscous', 'harissa , to taste']","{'Calories': '308', 'Fat': '3.5g', 'Saturates': '0.5g', 'Sugars': '9.8g', 'Protein': '13.8g', 'Carbs': '51.8g'}",chickpea button onion carrot courgette pumpkin potato cabbage aubergine ginger generous saffron tomato puree vegetable stock couscous harissa
